"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","avg_wrk_hr"
"153",153,30,"No","Travel_Rarely","Sales",25,3,"Marketing",1,"Male",1,"Sales Executive","Single",24060,2,"Y",20,8,1,11,5,5,0,2,3,4,3,4,3,7.32
"154",154,60,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Female",1,"Manufacturing Director","Married",22690,5,"Y",18,8,1,33,4,29,11,10,3,3,1,1,1,6.16
"155",155,46,"No","Travel_Rarely","Sales",19,4,"Marketing",1,"Female",1,"Sales Executive","Divorced",41080,2,"Y",14,8,0,19,5,10,0,8,2,3,3,3,2,7.61
"156",156,42,"No","Travel_Frequently","Research & Development",18,4,"Technical Degree",1,"Male",4,"Sales Executive","Married",132060,0,"Y",13,8,2,7,2,6,0,4,3,3,4,4,4,6.6
"157",157,24,"Yes","Travel_Rarely","Research & Development",27,2,"Medical",1,"Male",1,"Research Scientist","Single",104220,1,"Y",17,8,1,6,0,5,1,4,2,3,1,2,3,10.65
"158",158,34,"Yes","Travel_Frequently","Research & Development",5,3,"Medical",1,"Male",2,"Research Scientist","Divorced",137440,0,"Y",20,8,1,3,3,2,1,0,3,4,4,3,2,6.2
"159",159,38,"No","Travel_Frequently","Sales",3,3,"Marketing",1,"Female",2,"Sales Executive","Married",49070,1,"Y",11,8,1,1,3,1,0,0,3,3,4,4,3,8.59
"160",160,40,"No","Travel_Rarely","Sales",26,4,"Marketing",1,"Female",1,"Sales Executive","Married",34820,0,"Y",18,8,1,21,2,20,1,12,2,3,3,3,3,6
"161",161,26,"No","Travel_Rarely","Research & Development",3,2,"Medical",1,"Female",4,"Healthcare Representative","Divorced",24360,1,"Y",24,8,0,3,2,3,0,2,4,4,1,4,1,6.28
"162",162,30,"No","Non-Travel","Research & Development",15,3,"Medical",1,"Female",2,"Sales Executive","Married",23800,4,"Y",18,8,3,9,2,5,1,4,2,3,3,4,1,7.91
"163",163,29,"No","Travel_Rarely","Research & Development",8,3,"Medical",1,"Female",3,"Manufacturing Director","Married",194310,1,"Y",11,8,0,10,3,10,0,7,3,3,2,3,3,7.18
"164",164,29,"Yes","Travel_Rarely","Research & Development",19,4,"Life Sciences",1,"Male",3,"Research Scientist","Married",17900,5,"Y",16,8,1,6,4,2,1,1,2,3,3,2,4,6.65
"165",165,19,"Yes","Travel_Rarely","Research & Development",4,3,"Medical",1,"Male",1,"Sales Executive","Single",76440,1,"Y",15,8,2,1,2,1,0,0,3,3,1,4,4,7.91
"166",166,30,"No","Non-Travel","Research & Development",2,4,"Life Sciences",1,"Female",3,"Research Scientist","Married",51310,0,"Y",15,8,1,10,2,9,7,8,3,3,3,1,3,6.72
"167",167,57,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",4,"Research Scientist","Divorced",63060,3,"Y",12,8,1,32,3,1,0,0,3,3,1,4,2,6.29
"168",168,50,"No","Travel_Rarely","Sales",10,4,"Life Sciences",1,"Female",3,"Manager","Married",47870,0,"Y",12,8,0,28,3,27,15,7,3,3,2,3,3,7.18
"169",169,30,"No","Non-Travel","Sales",10,2,"Life Sciences",1,"Male",3,"Laboratory Technician","Single",188800,0,"Y",22,8,1,12,3,11,6,7,3,4,3,4,2,6.29
"170",170,60,"No","Travel_Frequently","Research & Development",16,3,"Life Sciences",1,"Female",4,"Laboratory Technician","Married",23390,4,"Y",20,8,0,22,4,18,13,11,3,4,3,1,4,7.22
"171",171,47,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree",1,"Male",5,"Manufacturing Director","Divorced",135700,5,"Y",16,8,2,20,2,5,0,4,2,3,1,4,3,7.81
"172",172,46,"No","Travel_Rarely","Sales",4,1,"Technical Degree",1,"Male",1,"Laboratory Technician","Married",67120,6,"Y",21,8,1,26,3,3,0,1,2,4,1,3,1,6.8
"173",173,35,"No","Travel_Rarely","Research & Development",15,2,"Medical",1,"Female",2,"Laboratory Technician","Single",54060,0,"Y",12,8,1,6,2,5,4,3,3,3,4,3,3,6.48
"174",174,54,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Male",2,"Human Resources","Single",89380,7,"Y",11,8,3,19,2,1,0,0,3,3,3,3,3,7.65
"175",175,34,"No","Travel_Rarely","Sales",8,2,"Life Sciences",1,"Male",1,"Laboratory Technician","Divorced",24390,3,"Y",11,8,2,14,2,7,5,7,4,3,4,3,3,7.59
"176",176,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Healthcare Representative","Married",88370,2,"Y",18,8,0,15,3,3,1,2,2,3,3,4,3,9.18
"177",177,31,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",1,"Male",2,"Research Director","Divorced",53430,1,"Y",14,8,1,13,3,13,0,8,3,3,3,2,4,6.38
"178",178,33,"Yes","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Female",4,"Research Director","Married",67280,7,"Y",22,8,0,15,2,7,7,7,2,4,2,3,4,8.48
"179",179,33,"Yes","Travel_Rarely","Sales",5,4,"Marketing",1,"Male",2,"Research Director","Divorced",66520,7,"Y",25,8,0,8,5,4,1,3,3,4,1,4,3,6.97
"180",180,30,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Sales Executive","Single",48500,0,"Y",12,8,1,4,4,3,1,2,3,3,4,2,3,6.48
"181",181,35,"No","Travel_Rarely","Research & Development",12,2,"Medical",1,"Female",2,"Sales Representative","Married",28090,4,"Y",23,8,1,10,2,8,0,0,1,4,4,3,3,8.88
"182",182,31,"Yes","Travel_Frequently","Research & Development",22,2,"Medical",1,"Female",2,"Sales Executive","Married",56890,3,"Y",15,8,2,12,2,1,0,0,2,3,1,3,3,6.59
"183",183,34,"Yes","Travel_Frequently","Sales",17,1,"Marketing",1,"Male",1,"Research Director","Divorced",20010,9,"Y",22,8,1,11,5,3,0,2,4,4,2,1,3,11
"184",184,42,"No","Travel_Frequently","Research & Development",2,4,"Medical",1,"Female",1,"Research Scientist","Married",29770,4,"Y",15,8,3,8,3,2,2,0,2,3,2,3,3,7.81
"185",185,36,"No","Non-Travel","Research & Development",3,4,"Medical",1,"Male",1,"Research Scientist","Single",40250,1,"Y",11,8,0,10,3,10,9,7,3,3,2,4,2,7.23
"186",186,22,"Yes","Travel_Frequently","Research & Development",7,3,"Medical",1,"Female",2,"Laboratory Technician","Single",37850,5,"Y",13,8,2,4,2,2,1,2,3,3,3,3,3,6.42
"187",187,48,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Male",1,"Laboratory Technician","Married",108540,2,"Y",14,8,1,14,6,9,6,7,3,3,2,4,3,6.78
"188",188,55,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",1,"Sales Executive","Single",120310,3,"Y",11,8,0,37,5,10,7,7,3,3,1,2,3,7.39
"189",189,41,"No","Non-Travel","Research & Development",3,2,"Life Sciences",1,"Female",2,"Research Scientist","Single",99360,7,"Y",17,8,1,16,2,14,1,10,2,3,4,4,3,6.19
"190",190,35,"No","Travel_Rarely","Research & Development",22,3,"Medical",1,"Female",1,"Sales Representative","Married",29660,9,"Y",18,8,0,15,2,11,6,9,2,3,2,3,3,6.01
"191",191,40,"No","Travel_Rarely","Research & Development",15,3,"Life Sciences",1,"Female",2,"Laboratory Technician","Single",25710,7,"Y",14,8,0,22,1,20,5,13,3,3,2,3,3,7.3
"192",192,39,"No","Travel_Frequently","Research & Development",12,1,"Medical",1,"Male",1,"Research Scientist","Married",99910,1,"Y",16,8,1,8,3,8,0,7,3,3,3,3,3,7.06
"193",193,31,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",3,"Research Director","Single",61420,4,"Y",13,8,2,10,2,6,0,5,2,3,2,4,4,8.72
"194",194,42,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Male",3,"Sales Executive","Married",53900,1,"Y",14,8,0,10,3,10,5,8,3,3,4,1,2,10.81
"195",195,45,"No","Travel_Rarely","Research & Development",2,1,"Medical",1,"Female",4,"Sales Executive","Married",44040,0,"Y",23,8,0,9,2,8,3,7,3,4,4,2,4,7.41
"197",197,29,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Male",1,"Research Scientist","Divorced",51300,4,"Y",11,8,0,8,3,3,1,2,2,3,4,4,4,7.39
"198",198,33,"No","Travel_Rarely","Research & Development",16,3,"Medical",1,"Female",1,"Laboratory Technician","Divorced",20900,4,"Y",16,8,0,10,2,6,0,5,3,3,1,3,3,7.4
"199",199,31,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences",1,"Female",1,"Sales Executive","Divorced",29090,9,"Y",14,8,2,10,2,5,0,1,3,3,3,4,2,6.71
"200",200,18,"Yes","Travel_Frequently","Research & Development",2,3,"Technical Degree",1,"Male",1,"Sales Executive","Single",34680,1,"Y",18,8,2,0,4,0,0,0,4,3,2,2,3,9.23
"201",201,40,"No","Non-Travel","Research & Development",1,4,"Technical Degree",1,"Female",2,"Laboratory Technician","Divorced",30680,3,"Y",19,8,0,20,3,1,0,1,2,3,3,1,3,6.88
"202",202,41,"No","Non-Travel","Research & Development",23,3,"Life Sciences",1,"Male",2,"Manufacturing Director","Single",26700,2,"Y",15,8,2,10,2,8,0,7,2,3,1,3,3,9.29
"203",203,26,"No","Travel_Rarely","Research & Development",9,4,"Medical",1,"Male",3,"Healthcare Representative","Divorced",26930,5,"Y",17,8,3,8,3,0,0,0,2,3,1,3,3,6.02
"204",204,35,"No","Travel_Rarely","Research & Development",16,4,"Medical",1,"Male",2,"Human Resources","Single",95260,1,"Y",15,8,0,5,2,5,0,3,2,3,1,3,3,6.33
"205",205,34,"No","Travel_Rarely","Research & Development",26,3,"Medical",1,"Male",1,"Laboratory Technician","Single",52370,1,"Y",19,8,1,10,3,10,5,7,2,3,4,4,3,6.41
"206",206,26,"Yes","Travel_Rarely","Sales",1,3,"Marketing",1,"Female",2,"Manufacturing Director","Single",24260,1,"Y",22,8,0,1,3,1,0,0,1,4,3,4,1,8.75
"207",207,37,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences",1,"Male",1,"Sales Executive","Single",41930,4,"Y",16,8,1,12,5,6,1,2,3,3,2,4,4,7.39
"208",208,46,"No","Travel_Frequently","Research & Development",4,1,"Medical",1,"Male",5,"Human Resources","Married",29110,5,"Y",13,8,0,28,3,2,1,2,3,3,1,3,2,6.2
"209",209,41,"No","Travel_Rarely","Research & Development",24,1,"Life Sciences",1,"Male",1,"Research Director","Married",26610,7,"Y",14,8,1,22,2,18,11,8,3,3,2,1,3,7.71
"210",210,37,"No","Non-Travel","Research & Development",7,2,"Medical",1,"Male",1,"Sales Executive","Divorced",20280,1,"Y",16,8,1,9,3,9,7,7,3,3,1,2,3,7.51
"212",212,32,"Yes","Non-Travel","Research & Development",7,2,"Life Sciences",1,"Female",2,"Research Director","Married",32980,8,"Y",22,8,0,6,4,4,1,2,2,4,4,3,3,5.99
"213",213,24,"No","Travel_Frequently","Sales",22,3,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",29350,0,"Y",14,8,2,3,5,2,2,1,2,3,4,4,3,6.03
"214",214,38,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences",1,"Female",1,"Research Scientist","Married",154270,3,"Y",16,8,1,18,2,1,0,0,3,3,3,3,3,6.02
"215",215,37,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree",1,"Female",5,"Research Scientist","Married",39440,6,"Y",11,8,2,8,3,6,4,3,3,3,2,2,2,6.9
"216",216,49,"No","Travel_Rarely","Sales",21,1,"Life Sciences",1,"Male",1,"Sales Executive","Divorced",40110,1,"Y",18,8,2,31,2,31,0,9,1,3,4,3,3,10.78
"217",217,24,"No","Travel_Rarely","Sales",1,3,"Marketing",1,"Female",1,"Sales Executive","Married",34070,1,"Y",15,8,2,6,2,6,1,4,2,3,2,4,3,8.98
"218",218,26,"No","Travel_Rarely","Research & Development",19,4,"Technical Degree",1,"Female",4,"Sales Executive","Married",119940,1,"Y",14,8,1,6,6,5,1,4,3,3,1,2,4,7.38
"219",219,24,"No","Travel_Rarely","Sales",7,3,"Medical",1,"Female",1,"Laboratory Technician","Married",12320,1,"Y",12,8,0,1,4,1,0,0,1,3,4,2,3,6.82
"220",220,50,"No","Travel_Frequently","Sales",2,2,"Marketing",1,"Male",1,"Sales Executive","Married",29600,1,"Y",14,8,3,32,2,32,10,7,3,3,1,2,3,6.79
"221",221,25,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Research Scientist","Married",190940,1,"Y",16,8,0,7,3,7,0,6,2,3,2,3,3,7.41
"222",222,24,"Yes","Travel_Frequently","Research & Development",2,3,"Medical",1,"Male",2,"Research Scientist","Married",39190,1,"Y",21,8,0,6,3,6,1,2,3,4,1,3,3,10.83
"223",223,30,"Yes","Travel_Frequently","Research & Development",9,3,"Other",1,"Male",2,"Healthcare Representative","Married",68250,1,"Y",14,8,0,1,2,1,0,0,3,3,2,1,4,6.88
"224",224,34,"No","Travel_Rarely","Sales",6,2,"Life Sciences",1,"Male",4,"Research Director","Married",102480,1,"Y",12,8,1,6,4,6,1,3,3,3,2,4,3,8.91
"225",225,31,"Yes","Travel_Rarely","Research & Development",9,1,"Medical",1,"Female",1,"Sales Representative","Divorced",189470,2,"Y",12,8,2,9,2,3,1,2,2,3,2,1,1,6.68
"226",226,35,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",5,"Sales Executive","Single",24960,4,"Y",17,8,3,9,3,3,0,2,3,3,1,4,3,7.92
"227",227,31,"No","Travel_Rarely","Sales",1,3,"Marketing",1,"Female",2,"Sales Executive","Divorced",64650,4,"Y",17,8,0,13,3,7,5,7,3,3,1,4,4,6.31
"228",228,27,"No","Travel_Rarely","Sales",22,4,"Medical",1,"Male",1,"Sales Representative","Divorced",22060,0,"Y",14,8,1,6,4,5,0,3,3,3,1,3,2,7.89
"229",229,37,"No","Travel_Rarely","Sales",9,4,"Marketing",1,"Female",2,"Laboratory Technician","Married",20860,4,"Y",14,8,0,17,3,3,1,0,3,3,4,3,2,8.88
"230",230,20,"No","Travel_Rarely","Research & Development",17,4,"Medical",1,"Female",1,"Sales Representative","Single",22930,1,"Y",13,8,2,1,3,1,0,0,1,3,4,2,4,7.09
"231",231,42,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",26450,1,"Y",15,8,0,10,5,10,2,2,3,3,3,4,3,7.49
"232",232,43,"No","Travel_Rarely","Research & Development",10,5,"Technical Degree",1,"Female",2,"Sales Executive","Divorced",26830,4,"Y",11,8,0,21,3,1,0,0,3,3,2,4,2,8.69
"233",233,38,"No","Travel_Rarely","Human Resources",2,4,"Medical",1,"Male",1,"Human Resources","Single",20140,3,"Y",17,8,1,8,5,0,0,0,4,3,3,1,2,6.8
"234",234,43,"No","Travel_Frequently","Sales",4,3,"Medical",1,"Female",2,"Healthcare Representative","Divorced",34190,3,"Y",11,8,1,10,5,8,4,7,3,3,4,3,3,9.13
"235",235,48,"No","Travel_Rarely","Research & Development",8,1,"Medical",1,"Male",2,"Laboratory Technician","Married",53760,7,"Y",13,8,1,21,3,3,0,2,4,3,4,1,1,7.02
"236",236,44,"No","Travel_Rarely","Sales",29,4,"Marketing",1,"Male",2,"Sales Executive","Single",19510,4,"Y",22,8,3,10,4,2,0,2,4,4,1,3,4,6.7
"237",237,34,"No","Travel_Rarely","Research & Development",13,4,"Life Sciences",1,"Female",1,"Laboratory Technician","Divorced",23410,1,"Y",20,8,2,8,3,8,0,6,2,4,3,3,3,8.4
"238",238,27,"Yes","Travel_Rarely","Sales",27,3,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",22930,0,"Y",18,8,0,5,0,4,0,2,3,3,3,1,3,6.48
"239",239,21,"No","Travel_Rarely","Sales",16,2,"Life Sciences",1,"Male",3,"Sales Executive","Single",87260,1,"Y",11,8,1,3,2,3,1,2,1,3,3,3,3,7.23
"240",240,44,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",40110,4,"Y",14,8,1,26,2,2,0,1,3,3,4,4,4,8.69
"241",241,22,"No","Travel_Rarely","Research & Development",2,2,"Medical",1,"Female",2,"Laboratory Technician","Married",195450,0,"Y",14,8,0,3,3,2,2,2,2,3,1,3,3,6.04
"242",242,33,"No","Travel_Rarely","Sales",13,4,"Marketing",1,"Female",2,"Manufacturing Director","Divorced",45680,0,"Y",18,8,1,6,2,5,1,2,3,3,3,3,3,7.28
"243",243,32,"No","Travel_Rarely","Research & Development",1,1,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",30220,1,"Y",16,8,1,6,3,6,0,5,3,3,1,4,2,9.38
"244",244,30,"No","Travel_Frequently","Research & Development",4,5,"Technical Degree",1,"Male",3,"Manager","Divorced",57720,1,"Y",17,8,0,1,3,1,0,0,3,3,3,3,3,7.31
"245",245,53,"No","Travel_Rarely","Research & Development",24,3,"Other",1,"Female",3,"Manager","Single",22690,7,"Y",11,8,1,18,2,14,8,10,2,3,4,1,4,7.11
"246",246,34,"No","Travel_Rarely","Research & Development",1,5,"Medical",1,"Male",1,"Research Scientist","Married",53810,1,"Y",12,8,0,10,0,10,8,8,3,3,2,4,2,7.44
"247",247,45,"Yes","Travel_Frequently","Research & Development",19,4,"Life Sciences",1,"Male",3,"Research Director","Married",34410,2,"Y",13,8,1,5,5,1,0,0,3,3,1,1,3,7.57
"248",248,26,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",1,"Male",1,"Manufacturing Director","Married",54540,1,"Y",13,8,1,3,5,3,0,2,4,3,3,4,3,9.96
"249",249,37,"No","Travel_Rarely","Research & Development",4,3,"Medical",1,"Male",1,"Manager","Married",98840,1,"Y",14,8,0,10,3,10,7,8,2,3,3,3,3,6.22
"250",250,29,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",41570,1,"Y",17,8,3,6,2,6,1,2,3,3,2,3,2,6.81
"251",251,35,"No","Travel_Rarely","Research & Development",10,5,"Medical",1,"Female",4,"Laboratory Technician","Single",134580,1,"Y",11,8,0,17,3,17,11,8,3,3,2,4,3,6.66
"252",252,33,"No","Travel_Frequently","Research & Development",8,3,"Technical Degree",1,"Male",2,"Laboratory Technician","Divorced",90690,3,"Y",25,8,1,15,3,13,4,7,3,4,3,4,1,7.52
"253",253,54,"No","Travel_Rarely","Research & Development",5,2,"Life Sciences",1,"Female",2,"Sales Executive","Married",40140,2,"Y",19,8,1,16,4,9,7,1,2,3,3,2,4,6.41
"254",254,36,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",59150,2,"Y",13,8,1,13,3,3,0,2,2,3,2,2,3,10.7
"255",255,27,"No","Travel_Rarely","Sales",9,3,"Marketing",1,"Male",5,"Research Director","Single",59930,0,"Y",14,8,1,5,3,4,1,1,1,3,1,4,3,7
"256",256,20,"Yes","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",5,"Sales Representative","Single",61620,1,"Y",12,8,3,1,2,1,1,1,2,3,4,3,3,8.63
"257",257,33,"Yes","Travel_Frequently","Research & Development",15,4,"Medical",1,"Female",1,"Laboratory Technician","Single",24060,1,"Y",11,8,0,10,3,10,9,7,3,3,1,1,3,10.4
"258",258,35,"No","Non-Travel","Research & Development",2,1,"Medical",1,"Male",1,"Research Scientist","Married",187400,1,"Y",19,8,1,1,2,1,0,0,4,3,3,3,3,6.73
"259",259,23,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Healthcare Representative","Married",76370,2,"Y",11,8,1,5,3,3,0,2,3,3,1,1,4,7.09
"260",260,25,"No","Travel_Rarely","Research & Development",11,3,"Medical",1,"Male",2,"Manufacturing Director","Married",100960,0,"Y",11,8,1,4,3,3,1,2,3,3,4,2,3,7.68
"261",261,38,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences",1,"Male",5,"Research Scientist","Single",147560,0,"Y",20,8,1,8,3,7,0,5,2,4,4,4,3,6.8
"262",262,29,"No","Travel_Frequently","Sales",2,4,"Life Sciences",1,"Male",4,"Healthcare Representative","Divorced",64990,1,"Y",18,8,3,10,3,10,2,8,2,3,2,4,3,7.81
"263",263,48,"No","Travel_Rarely","Research & Development",16,3,"Technical Degree",1,"Male",1,"Sales Executive","Married",97240,3,"Y",13,8,0,12,2,2,2,2,4,3,2,2,3,7.1
"264",264,27,"No","Travel_Frequently","Sales",4,3,"Technical Degree",1,"Male",5,"Laboratory Technician","Divorced",21940,1,"Y",12,8,0,6,5,6,0,4,3,3,4,4,3,8.89
"265",265,37,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences",1,"Male",3,"Manager","Single",33880,3,"Y",11,8,0,4,2,1,0,0,4,3,4,4,3,7.6
"266",266,50,"No","Travel_Rarely","Sales",5,3,"Medical",1,"Male",1,"Laboratory Technician","Married",54730,1,"Y",19,8,1,20,2,20,3,8,4,3,4,3,3,9.12
"267",267,34,"No","Travel_Rarely","Research & Development",18,1,"Medical",1,"Male",1,"Healthcare Representative","Single",27030,1,"Y",21,8,1,9,2,8,7,7,3,4,4,2,4,6.82
"268",268,24,"Yes","Travel_Rarely","Research & Development",17,2,"Life Sciences",1,"Female",1,"Healthcare Representative","Single",25010,9,"Y",12,8,0,4,3,2,2,0,1,3,1,3,3,7.51
"269",269,39,"No","Travel_Rarely","Research & Development",12,5,"Medical",1,"Female",1,"Sales Representative","Single",62200,1,"Y",14,8,2,20,2,20,11,10,3,3,4,3,3,6.71
"270",270,32,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",5,"Research Scientist","Single",30380,1,"Y",11,8,0,10,5,10,0,8,1,3,4,4,2,7.9
"271",271,50,"Yes","Travel_Frequently","Research & Development",4,2,"Medical",1,"Male",4,"Sales Representative","Married",44240,3,"Y",14,8,1,18,2,4,1,3,2,3,2,3,3,8.21
"272",272,38,"No","Travel_Rarely","Research & Development",9,4,"Life Sciences",1,"Male",1,"Sales Executive","Single",43120,0,"Y",12,8,1,10,2,9,1,8,2,3,2,4,2,7.16
"273",273,27,"No","Travel_Rarely","Research & Development",10,3,"Medical",1,"Male",5,"Research Scientist","Married",132450,1,"Y",23,8,1,9,3,9,0,7,2,4,3,1,3,6.51
"275",275,47,"No","Travel_Rarely","Research & Development",2,3,"Medical",1,"Female",5,"Sales Executive","Single",50210,2,"Y",17,8,0,20,3,7,1,7,3,3,4,1,3,6.72
"276",276,40,"No","Travel_Frequently","Research & Development",3,4,"Medical",1,"Female",3,"Human Resources","Married",51260,5,"Y",18,8,0,20,2,18,1,12,3,3,4,1,3,8.62
"277",277,53,"No","Travel_Rarely","Research & Development",7,1,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",28590,3,"Y",18,8,1,32,2,5,1,3,3,3,3,3,3,6.76
"278",278,41,"No","Travel_Rarely","Sales",6,3,"Medical",1,"Male",1,"Sales Executive","Divorced",102390,3,"Y",24,8,3,23,3,21,12,6,3,4,2,4,2,7.71
"279",279,60,"No","Travel_Rarely","Research & Development",8,2,"Life Sciences",1,"Female",5,"Laboratory Technician","Single",53290,8,"Y",20,8,0,10,3,2,2,2,4,4,1,1,3,6.61
"280",280,27,"No","Travel_Frequently","Research & Development",29,1,"Life Sciences",1,"Male",2,"Manufacturing Director","Divorced",43250,1,"Y",14,8,0,9,2,9,1,7,2,3,4,1,2,7.35
"281",281,41,"No","Travel_Rarely","Research & Development",3,3,"Medical",1,"Male",1,"Manufacturing Director","Married",72600,1,"Y",16,8,0,22,2,22,2,10,3,3,4,3,3,6.17
"282",282,50,"No","Travel_Rarely","Sales",9,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",23220,7,"Y",25,8,1,4,0,2,2,2,4,4,4,2,3,7.39
"283",283,28,"Yes","Travel_Rarely","Sales",2,4,"Life Sciences",1,"Male",3,"Research Scientist","Single",20750,7,"Y",18,8,3,10,0,7,3,7,2,3,1,2,3,8.1
"284",284,36,"No","Non-Travel","Research & Development",10,4,"Technical Degree",1,"Female",2,"Research Scientist","Married",41520,9,"Y",19,8,1,10,3,8,0,5,3,3,1,1,3,6.02
"285",285,38,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",3,"Manager","Single",96190,4,"Y",13,8,1,10,2,1,0,0,3,3,3,3,4,9.81
"286",286,44,"No","Non-Travel","Research & Development",8,2,"Life Sciences",1,"Male",1,"Research Scientist","Single",135030,2,"Y",12,8,0,9,6,5,1,4,2,3,1,3,3,6.11
"287",287,47,"No","Travel_Frequently","Research & Development",27,3,"Life Sciences",1,"Male",1,"Research Scientist","Divorced",54410,9,"Y",22,8,1,28,6,22,11,13,2,4,4,3,2,8.31
"288",288,30,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences",1,"Male",2,"Sales Executive","Divorced",52090,7,"Y",14,8,1,10,3,8,7,7,3,3,3,4,2,7.52
